BlackRoad-OS-Memory-Private	https://github.com/blackboxprogramming/BlackRoad-OS-Memory-Private	BlackRoad OS — agent mesh memory backup. Journals, codex, ledger, til, registries. Auto-synced daily.	true	2026-09-14T00:06:12Z
blackroad_os_inc	https://github.com/blackboxprogramming/blackroad_os_inc		true	2026-09-14T00:06:09Z
root	https://github.com/blackboxprogramming/root	BlackRoad root authority: canonical addressing, bootstrap, policy, admission, and routing declarations for the sovereign fabric.	false	2026-09-14T00:06:06Z
roadtrip	https://github.com/blackboxprogramming/roadtrip	BlackRoad roadtrip — sovereign self-hosted service	true	2026-09-14T00:06:06Z
BlackRoad-OS-Live-Monorepo-Private-5	https://github.com/blackboxprogramming/BlackRoad-OS-Live-Monorepo-Private-5	BlackRoad OS Monorepo Part 5	true	2026-09-14T00:08:42Z
BlackRoad-OS-Live-Monorepo-Private-4	https://github.com/blackboxprogramming/BlackRoad-OS-Live-Monorepo-Private-4	BlackRoad OS Monorepo Part 4	true	2026-09-14T00:06:04Z
roadwork	https://github.com/blackboxprogramming/roadwork	BlackRoad roadwork — sovereign self-hosted service	true	2026-09-14T00:05:58Z
oneway	https://github.com/blackboxprogramming/oneway	BlackRoad oneway — sovereign self-hosted service	true	2026-09-14T00:05:56Z
BlackRoad-OS-Live-Monorepo-Private-8	https://github.com/blackboxprogramming/BlackRoad-OS-Live-Monorepo-Private-8	BlackRoad OS Monorepo Part 8	true	2026-09-14T00:09:02Z
BlackRoad-OS-Live-Monorepo-Private-9	https://github.com/blackboxprogramming/BlackRoad-OS-Live-Monorepo-Private-9	BlackRoad OS Monorepo Part 9	true	2026-09-14T00:06:15Z
jobs	https://github.com/blackboxprogramming/jobs		true	2026-09-14T00:05:31Z
BlackRoad-OS-Live-Monorepo-Private-3	https://github.com/blackboxprogramming/BlackRoad-OS-Live-Monorepo-Private-3	BlackRoad OS Monorepo Part 3	true	2026-09-14T00:05:28Z
BlackRoad-OS-Live-Monorepo-Private-7	https://github.com/blackboxprogramming/BlackRoad-OS-Live-Monorepo-Private-7	BlackRoad OS Monorepo Part 7	true	2026-09-14T00:08:17Z
BlackRoad-OS-Live-Monorepo-Private-6	https://github.com/blackboxprogramming/BlackRoad-OS-Live-Monorepo-Private-6	BlackRoad OS Monorepo Part 6	true	2026-09-14T00:07:12Z
github	https://github.com/blackboxprogramming/github		false	2026-09-14T00:05:18Z
social	https://github.com/blackboxprogramming/social	BlackRoad social — sovereign self-hosted service	true	2026-09-14T00:05:16Z
BlackRoad-OS-Live-Monorepo-Private-2	https://github.com/blackboxprogramming/BlackRoad-OS-Live-Monorepo-Private-2	BlackRoad OS Monorepo Part 2	true	2026-09-14T00:07:21Z
BlackRoad-OS-Live-Working-Version-Private	https://github.com/blackboxprogramming/BlackRoad-OS-Live-Working-Version-Private	The private live proving ground for BlackRoad OS: live routes, staged integrations, operational app shells, and end-to-end validation before anything is mirrored publicly.	true	2026-09-14T00:06:10Z
BlackRoad-OS-Live-Monorepo-Public	https://github.com/blackboxprogramming/BlackRoad-OS-Live-Monorepo-Public	BlackRoad OS — Full monorepo (public). The open view of the sovereign AI operating system. 18 products, university model, 27 AI agents.	false	2026-09-14T00:05:07Z
BlackRoad-OS-Live-Working-Version-Public	https://github.com/blackboxprogramming/BlackRoad-OS-Live-Working-Version-Public	The public live and demo surface for BlackRoad OS: the browser-native shell, 25 sector workspaces, and the Cloudflare edge stack (Workers, D1, KV, Pages) that serves them.	false	2026-09-14T00:04:54Z
RoadCorp	https://github.com/blackboxprogramming/RoadCorp	ClawLibrary is a 2D pixel-game-style control interface for OpenClaw.  It turns OpenClaw's generated assets, runtime activity, and assets related working state into a visual library interface that can be browsed, previewed, and monitored in real time.	false	2026-04-09T02:31:16Z
core	https://github.com/blackboxprogramming/core	:house_with_garden: Open source home automation that puts local control and privacy first.	false	2026-09-10T07:32:13Z
bitcoin	https://github.com/blackboxprogramming/bitcoin	Bitcoin Core integration/staging tree	false	2026-09-10T07:17:16Z
browserfs	https://github.com/blackboxprogramming/browserfs	BrowserFS is an in-browser filesystem that emulates the Node JS filesystem API and supports storing and retrieving files from various backends.	false	2026-09-10T07:03:59Z
Amundson-Mathematics	https://github.com/blackboxprogramming/Amundson-Mathematics	Rigorous analysis of the Amundson sequence G(n) = n^(n+1)/(n+1)^n and the constant A_G: Hausdorff moment representation, compound-Poisson/Levy form, fibre lattices, and endpoint Christoffel asymptotics (Theorem C0).	false	2026-08-30T20:19:13Z
NemoClaw	https://github.com/blackboxprogramming/NemoClaw	Run agents like Hermes, LangChain Deep Agents, and OpenClaw more securely inside NVIDIA OpenShell with managed inference	false	2026-07-18T15:54:56Z
rustfs	https://github.com/blackboxprogramming/rustfs	🚀2.3x faster than MinIO for 4KB object payloads. RustFS is an open-source, S3-compatible high-performance object storage system supporting migration and coexistence with other S3-compatible platforms such as MinIO and Ceph.	false	2026-07-18T14:59:56Z
Graphite	https://github.com/blackboxprogramming/Graphite	Community-built comprehensive 2D content creation appplication for graphic design, digital art, and interactive real-time motion graphics powered by a node-based procedural graphics engine	false	2026-07-18T15:19:40Z
aiohttp	https://github.com/blackboxprogramming/aiohttp	Asynchronous HTTP client/server framework for asyncio and Python	false	2026-07-18T20:05:32Z
claude-plugins-official	https://github.com/blackboxprogramming/claude-plugins-official	Official, Anthropic-managed directory of high quality Claude Code Plugins.	false	2026-07-18T14:51:59Z
ClickHouse	https://github.com/blackboxprogramming/ClickHouse	ClickHouse® is a real-time analytics database management system	false	2026-07-18T14:27:27Z
hyperswitch	https://github.com/blackboxprogramming/hyperswitch	Open source, composable payments platform | PCI compliant | SaaS and Self-host options | Enables connectivity to multiple payment, payout, fraud, vault and tokenization providers | Uplifts authorization with intelligent routing and revenue recovery | Reduce payment processing costs with cost observability | Reduces payment ops with reconciliation	false	2026-07-18T14:32:25Z
hyperframes	https://github.com/blackboxprogramming/hyperframes	Write HTML. Render video. Built for agents.	false	2026-07-18T14:42:49Z
sniffnet	https://github.com/blackboxprogramming/sniffnet	Comfortably monitor your Internet traffic 🕵️‍♂️	false	2026-07-18T14:34:39Z
openapi-generator	https://github.com/blackboxprogramming/openapi-generator	OpenAPI Generator allows generation of API client libraries (SDK generation), server stubs, documentation and configuration automatically given an OpenAPI Spec (v2, v3)	false	2026-07-18T15:20:16Z
streamlit	https://github.com/blackboxprogramming/streamlit	Streamlit — A faster way to build and share data apps.	false	2026-07-18T14:31:00Z
helm	https://github.com/blackboxprogramming/helm	The Kubernetes Package Manager	false	2026-07-18T14:59:27Z
lima	https://github.com/blackboxprogramming/lima	Linux virtual machines, with a focus on running containers	false	2026-07-18T15:55:54Z
openssl	https://github.com/blackboxprogramming/openssl	General purpose TLS and crypto library	false	2026-07-18T14:56:26Z
incubator-seata	https://github.com/blackboxprogramming/incubator-seata	:fire: Seata is an easy-to-use, high-performance, open source distributed transaction solution.	false	2026-07-18T15:36:36Z
DeepTutor	https://github.com/blackboxprogramming/DeepTutor	DeepTutor: Lifelong Personalized Tutoring. https://deeptutor.info/.	false	2026-07-18T15:08:08Z
sim	https://github.com/blackboxprogramming/sim	Build, deploy, and orchestrate AI agents. Sim is the central intelligence layer for your AI workforce.	false	2026-07-18T15:02:46Z
elixir	https://github.com/blackboxprogramming/elixir	Simple from zero to scale	false	2026-07-18T15:20:58Z
tidb	https://github.com/blackboxprogramming/tidb	TiDB is built for agentic workloads that grow unpredictably, with ACID guarantees and native support for transactions, analytics, and vector search. No data silos. No noisy neighbors. No infrastructure ceiling.	false	2026-07-18T14:33:59Z
netbox	https://github.com/blackboxprogramming/netbox	The premier source of truth powering network automation. Open source under Apache 2. Try NetBox Cloud free: https://netboxlabs.com/products/free-netbox-cloud/	false	2026-07-18T15:56:50Z
livekit	https://github.com/blackboxprogramming/livekit	End-to-end realtime stack for connecting humans and AI	false	2026-07-18T16:01:47Z
containerd	https://github.com/blackboxprogramming/containerd	An open and reliable container runtime	false	2026-07-18T15:58:05Z
conductor	https://github.com/blackboxprogramming/conductor	Conductor is an event driven agentic workflow engine providing durable and highly resilient execution engine for applications and AI Agents	false	2026-07-18T14:54:14Z
netty	https://github.com/blackboxprogramming/netty	Netty project - an event-driven asynchronous network application framework	false	2026-07-18T14:45:48Z
bazel	https://github.com/blackboxprogramming/bazel	a fast, scalable, multi-language and extensible build system	false	2026-07-18T15:41:10Z
mlflow	https://github.com/blackboxprogramming/mlflow	The open source AI engineering platform for agents, LLMs, and ML models. MLflow enables teams of all sizes to debug, evaluate, monitor, and optimize production-quality AI applications while controlling costs and managing access to models and data.	false	2026-07-18T15:17:19Z
symphony	https://github.com/blackboxprogramming/symphony	Symphony turns project work into isolated, autonomous implementation runs, allowing teams to manage work instead of supervising coding agents.	false	2026-07-18T15:26:51Z
ebook2audiobook	https://github.com/blackboxprogramming/ebook2audiobook	Generate audiobooks from e-books, voice cloning & 1158+ languages!	false	2026-07-18T16:04:04Z
istio	https://github.com/blackboxprogramming/istio	Connect, secure, control, and observe services.	false	2026-07-18T14:37:46Z
kafka	https://github.com/blackboxprogramming/kafka	Apache Kafka - A distributed event streaming platform	false	2026-07-18T14:50:34Z
selenium	https://github.com/blackboxprogramming/selenium	A browser automation framework and ecosystem.	false	2026-07-18T14:48:12Z
appsmith	https://github.com/blackboxprogramming/appsmith	Platform to build admin panels, internal tools, and dashboards. Integrates with 25+ databases and any API.	false	2026-07-18T14:33:35Z
dapr	https://github.com/blackboxprogramming/dapr	Dapr is a portable runtime for building distributed applications across cloud and edge, combining event-driven architecture with workflow orchestration.	false	2026-07-18T15:38:09Z
knowledge-work-plugins	https://github.com/blackboxprogramming/knowledge-work-plugins	Open source repository of plugins primarily intended for knowledge workers to use in Claude Cowork	false	2026-07-18T15:50:18Z
influxdb	https://github.com/blackboxprogramming/influxdb	Scalable datastore for metrics, events, and real-time analytics	false	2026-07-18T14:55:01Z
agent-browser	https://github.com/blackboxprogramming/agent-browser	Browser automation CLI for AI agents	false	2026-07-18T14:36:58Z
jaeger	https://github.com/blackboxprogramming/jaeger	CNCF Jaeger, a Distributed Tracing Platform	false	2026-07-18T15:48:32Z
fastmcp	https://github.com/blackboxprogramming/fastmcp	🚀 The fast, Pythonic way to build MCP servers and clients.	false	2026-07-18T15:22:24Z
kestra	https://github.com/blackboxprogramming/kestra	Event Driven Orchestration & Scheduling Platform for Mission Critical Applications	false	2026-07-18T15:08:59Z
adk-python	https://github.com/blackboxprogramming/adk-python	An open-source, code-first Python toolkit for building, evaluating, and deploying sophisticated AI agents with flexibility and control.	false	2026-07-18T15:58:30Z
openai-python	https://github.com/blackboxprogramming/openai-python	The official Python library for the OpenAI API	false	2026-07-18T14:55:32Z
seaweedfs	https://github.com/blackboxprogramming/seaweedfs	SeaweedFS is a distributed storage system for object storage (S3), file systems, and Iceberg tables, designed to handle billions of files with O(1) disk access and effortless horizontal scaling.	false	2026-07-18T14:49:58Z
crawlee	https://github.com/blackboxprogramming/crawlee	Crawlee—A web scraping and browser automation library for Node.js to build reliable crawlers. In JavaScript and TypeScript. Extract data for AI, LLMs, RAG, or GPTs. Download HTML, PDF, JPG, PNG, and other files from websites. Works with Puppeteer, Playwright, Cheerio, JSDOM, and raw HTTP. Both headful and headless mode. With proxy rotation.	false	2026-07-18T15:43:18Z
compose-multiplatform	https://github.com/blackboxprogramming/compose-multiplatform	Compose Multiplatform, a modern UI framework for Kotlin that makes building performant and beautiful user interfaces easy and enjoyable.	false	2026-07-18T16:09:32Z
lighthouse	https://github.com/blackboxprogramming/lighthouse	Automated auditing, performance metrics, and best practices for the web.	false	2026-07-18T14:58:18Z
mediapipe	https://github.com/blackboxprogramming/mediapipe	Cross-platform, customizable ML solutions for live and streaming media.	false	2026-07-18T14:42:24Z
haystack	https://github.com/blackboxprogramming/haystack	Open-source AI orchestration framework for building context-engineered, production-ready LLM applications. Design modular pipelines and agent workflows with explicit control over retrieval, routing, memory, and generation. Built for scalable agents, RAG, multimodal applications, semantic search, and conversational systems.	false	2026-07-18T15:38:34Z
container	https://github.com/blackboxprogramming/container	A tool for creating and running Linux containers using lightweight virtual machines on a Mac. It is written in Swift, and optimized for Apple silicon. 	false	2026-07-18T14:27:50Z
firecracker	https://github.com/blackboxprogramming/firecracker	Secure and fast microVMs for serverless computing.	false	2026-07-18T14:44:17Z
thingsboard	https://github.com/blackboxprogramming/thingsboard	Open-source IoT Platform - Device management, data collection, processing and visualization.	false	2026-07-18T15:54:20Z
spring-ai	https://github.com/blackboxprogramming/spring-ai	An Application Framework for AI Engineering	false	2026-07-18T20:06:57Z
OpenAPI-Specification	https://github.com/blackboxprogramming/OpenAPI-Specification	The OpenAPI Specification Repository	false	2026-07-18T14:55:58Z
openui	https://github.com/blackboxprogramming/openui	OpenUI let's you describe UI using your imagination, then see it rendered live.	false	2026-07-18T15:51:51Z
crystal	https://github.com/blackboxprogramming/crystal	The Crystal Programming Language	false	2026-07-18T15:59:38Z
project-nomad	https://github.com/blackboxprogramming/project-nomad	Project N.O.M.A.D, is a self-contained, offline survival computer packed with critical tools, knowledge, and AI to keep you informed and empowered—anytime, anywhere.	false	2026-07-18T14:47:45Z
etcd	https://github.com/blackboxprogramming/etcd	Distributed reliable key-value store for the most critical data of a distributed system	false	2026-07-18T14:26:14Z
prisma	https://github.com/blackboxprogramming/prisma	Next-generation ORM for Node.js & TypeScript | PostgreSQL, MySQL, MariaDB, SQL Server, SQLite, MongoDB and CockroachDB	false	2026-07-18T14:29:35Z
sharp	https://github.com/blackboxprogramming/sharp	High performance Node.js image processing, the fastest module to resize JPEG, PNG, WebP, AVIF and TIFF images. Uses the libvips library.	false	2026-07-18T14:51:21Z
trivy	https://github.com/blackboxprogramming/trivy	Find vulnerabilities, misconfigurations, secrets, SBOM in containers, Kubernetes, code repositories, clouds and more	false	2026-07-18T14:40:50Z
SwitchHosts	https://github.com/blackboxprogramming/SwitchHosts	Switch hosts quickly!	false	2026-07-18T15:09:52Z
harness	https://github.com/blackboxprogramming/harness	Harness Open Source is an end-to-end developer platform with Source Control Management, CI/CD Pipelines, Hosted Developer Environments, and Artifact Registries.	false	2026-07-18T14:39:09Z
graphql-engine	https://github.com/blackboxprogramming/graphql-engine	Blazing fast, instant realtime GraphQL APIs on all your data with fine grained access control, also trigger webhooks on database events.	false	2026-07-18T14:53:35Z
playwright-mcp	https://github.com/blackboxprogramming/playwright-mcp	Playwright MCP server	false	2026-07-18T14:45:03Z
DevOps-Roadmap	https://github.com/blackboxprogramming/DevOps-Roadmap	DevOps Roadmap for 2026. with learning resources	false	2026-07-18T16:01:01Z
mlc-llm	https://github.com/blackboxprogramming/mlc-llm	Universal LLM Deployment Engine with ML Compilation	false	2026-07-18T15:48:57Z
OpenCLI	https://github.com/blackboxprogramming/OpenCLI	Make Any Website into CLI & Use your logged-in browser by AI agent. 	false	2026-07-18T15:13:13Z
fastai	https://github.com/blackboxprogramming/fastai	The fastai deep learning library	false	2026-07-18T15:05:49Z
agentskills	https://github.com/blackboxprogramming/agentskills	Specification and documentation for Agent Skills	false	2026-07-18T15:48:07Z
CLI-Anything	https://github.com/blackboxprogramming/CLI-Anything	"CLI-Anything: Making ALL Software Agent-Native" -- CLI-Hub: https://clianything.cc/	false	2026-07-18T14:30:39Z
onlook	https://github.com/blackboxprogramming/onlook	The Cursor for Designers • An Open-Source AI-First Design tool • Visually build, style, and edit your React App with AI	false	2026-07-18T15:25:03Z
TypeScript	https://github.com/blackboxprogramming/TypeScript	TypeScript is a superset of JavaScript that compiles to clean JavaScript output.	false	2026-07-18T14:23:04Z
